10.0.2.2 - - [18/Aug/2016:07:05:23 +0000] "GET /v1/unit?access-token=B0xlVmxjDhvuqK_JPuEkMSTAHAXvtyik HTTP/1.1" 200 2235 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0"
10.0.2.2 - - [19/Aug/2016:02:19:10 +0000] "GET / HTTP/1.1" 404 500 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0"
10.0.2.2 - - [19/Aug/2016:02:19:10 +0000] "GET /favicon.ico HTTP/1.1" 200 318 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0"
10.0.2.2 - - [22/Aug/2016:02:00:59 +0000] "GET / HTTP/1.1" 404 499 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0"
10.0.2.2 - - [22/Aug/2016:02:00:59 +0000] "GET /favicon.ico HTTP/1.1" 200 318 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0"
10.0.2.2 - - [29/Sep/2016:04:23:24 +0000] "" 400 0 "-" "-"
10.0.2.2 - - [29/Sep/2016:04:23:24 +0000] "GET / HTTP/1.0" 404 1176 "-" "-"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "PROPFIND / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "POST / HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "PROPFIND / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "PROPFIND / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /robots.txt HTTP/1.1" 200 26 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET / HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /.git/HEAD HTTP/1.1" 403 177 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /nmaplowercheck1475123006 HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /rs-status HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /master.jsp HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /tasktracker.jsp HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /status.jsp HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /dfshealth.jsp HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET / HTTP/1.1" 404 1188 "-" "-"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "FQSH / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /jobtracker.jsp HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /browseDirectory.jsp HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /flumemaster.jsp HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET / HTTP/1.0" 404 1176 "-" "-"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /HNAP1 HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET / HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET /favicon.ico HTTP/1.1" 200 318 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "GET / HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:27 +0000] "HEAD / HTTP/1.1" 404 0 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:28 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:28 +0000] "POST / HTTP/1.1" 404 1188 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:28 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:28 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:28 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:28 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
10.0.2.2 - - [29/Sep/2016:04:23:28 +0000] "OPTIONS / HTTP/1.1" 405 181 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
